,ncomments,nlikes,labels,caption,engagement
10,0.11067171022466758,0.26033083616612473,"['flame', 'fire', 'roasting', 'wood', 'animal source foods']","Photo by @stevewinterphoto | On October 29th, the government of China revealed that it will allow commercial trade in tiger bone and rhino horn from farmed animals for use in traditional Chinese medicine research and clinical treatments.
Debbie Banks, Environmental Investigation Agency UK, Tiger Campaign Director says: “At a single stroke, China has shattered its reputation as a growing leader in conservation following its domestic ban on the sale of ivory at the start of the year. It is instead revealed as a sham, its international image in tatters and its credibility destroyed—and all for the sake of deeply questionable business sectors which serve only to drive consumer demand for the parts and products of endangered species. History will not judge the Government of China kindly or with respect for such a reactionary, ill-judged and damaging decision.”
China’s action stands in sharp contrast to the country’s moves to combat poaching in recent years. The country has had a 25-year-old ban in place preventing the import or export of these products. And the World Federation of Chinese Medicine Societies—the official group that dictates what can be used in traditional medicine—also removed rhino horn and tiger bone from its list of products approved for use on patients (though the market still existed for them).
This will further the trade in wild tigers, as the “wild tiger” will now be more valuable than farmed.
@natgeo @stevewinterphoto @wildaid @eia_news",1
11,0.19176983035304906,0.6878308130727165,"['surgeon', 'operating theater', 'service', 'medical', 'hospital']","There are some stories that defy telling. They are too complex, emotional, technical. They challenge our morality. They are unwieldy and deep. It is a unique breed of professional who can wrap their arms around such a story and tell it with intelligence and heart. This is both a thank you to @kurtmutchler, Senior Photo Editor for fighting for the tough frames and thank you my Photo Sister @maggiesteber, for sharing your relationship with the Stubblefield family. But also, a critical message to everyone who sees the story of Katie’s new Face—Please ACT— Sign your organ donor card, Listen to your loved ones who may have depression or trauma issues, Volunteer for the local Suicide Hotline, and finally—listen, truly listen to those living through the fragile times of life—our youth and our elders. Photo by @ljohnphoto",1
12,0.012408298945437872,0.2946170420115282,"['sea', 'coastal and oceanic landforms', 'body of water', 'ocean', 'shore', 'sky', 'horizon', 'coast', 'wave', 'water']","Photo by @simonnorfolkstudio | I was fortunate to travel to Socotra not just once, but twice. Here photographed, the astonishing white sand beach at Detwah Lagoon near Qalansia (Qalansiyah) ... Territorially part of Yemen,  Socotra (Arabic: سُقُطْرَى‎ Suquṭra), is an archipelago of four islands located in the Arabian Sea. The largest island, also known as Socotra, lies about 240km (150mi) east of the Horn of Africa and 380km (240mi) south of the Arabian Peninsula. As a consequence of its isolation, the island is home to a high number of endemic species – up to a third of its plant life is endemic. It has been described as ""the most alien-looking place on Earth”. In the 1990s, a team of United Nations biologists conducted a survey of the archipelago’s flora and fauna and counted nearly 700 species found nowhere else on earth; only New Zealand, Hawaii, New Caledonia, and the Galápagos Islands have more impressive numbers.

Follow  @simonnorfolkstudio for updates, outtakes, unpublished and archive material.

@simonnorfolkstudio @natgeo  #Socotra  #landscape  #soqotra  #documentaryphotography  #simonnorfolkstudio  #simonnorfolk  words: @tribaleye #documentary  #reportage  #Yemen  #arabiansea  #photojournalism  #journalism  #arabianpeninsular  #arabia   #simonnorfolkstudio  #simonnorfolk  #worldheritage  #beach  #surf",1
13,0.006189821182943604,0.15481301267366243,"['bird', 'seabird', 'albatross', 'water', 'sea', 'wave', 'ocean', 'fauna', 'beak', 'wind wave']","Photo by @pedromcbride | Sublime Soaring — the Albatross does not only boast the greatest wingspan of any bird in the world (up to 11 feet), it is also one of the best flyers using ocean winds to stay afloat for thousands of miles and days on end.  Sadly, these giants of the air are threatened — initially for their feathers, but now by plastic which inevitably ends up in the oceans and looks like albatross's favorite food, squid.  This beauty followed me years ago as we sailed toward Antarctica while getting blasted by wind and waves of the Drake Passage. This gentle giant soared past us as if the stormy seas and angry winds were just ripples. To see more, follow @pedromcbride. #albatross  #flight  #birds 
#gratitude",0
14,0.025876891334250345,0.23144040515075376,"['climbing', 'rock climbing', 'rock', 'sport climbing', 'adventure', 'tree', 'outdoor recreation', 'rock climbing equipment', 'outcrop', 'free climbing']","Photo by @jimmy_chin | Those of you that have seen @freesolofilm will likely never forget this moment...Those of you that haven’t will have to wait and see… Imagine climbing 2000 feet up the sheer face of El Capitan without a rope only to face the most difficult and tenuous climbing above. @alexhonnold stands on a small pedestal before the Boulder Problem and takes a moment to breathe. As today’s NYTimes Op Ed states: “The film is a drug. It causes your pupils to dilate, your palms to sweat, and your mind to boggle. Even as you know that Honnold is going to make it to the top, you can’t believe what you’re seeing — a young man, millimeters from extinction, transforming the unthinkable into the sublime. “Free Solo” is 97 minutes long and if you could hold your breath the whole time you probably would.” #FreeSolo  continues it’s expansion nationwide this weekend. Hit www.freesolofilm.com to find a theater near you. Hold on to your seats... Shot on assignment for @natgeo. To see more photography from #freesolo , follow @jimmy_chin #committed",1
15,0.006476386978450252,0.13288870824711793,"['bazaar', 'public space', 'marketplace', 'market', 'shopkeeper', 'city']","Photo by @tasneemalsultan | A woman sits at a local market in Riyadh, Saudi Arabia.",0
16,0.015780223139232767,0.40485458080845405,"['wildlife', 'lion', 'mammal', 'fauna', 'terrestrial animal', 'masai lion', 'big cats', 'zoo', 'organism', 'cat like mammal']","Photo by @stevewinterphoto | If you are in San Antonio this Sunday please come to the Tobin Center for the Performing Arts at 4PM for my Nat Geo LIVE presentation “On the Trail of Big Cats""

Here is a mom and her cubs in the @africanparksnetwork @Zakouma_National_Park. Just 100 years ago there may have been as many as 500,000 lions which roamed the African continent but today there it is estimated that as few as 16,000 - 30,000 remain, and research by lion biologist Hans Bauer and colleagues suggests lions in much of west, east and central Africa will decline by 50% in the next two decades if something dramatic is not done! The biggest threats facing lions in Africa are poaching of their prey and retaliatory killings by farmers when lions eat their cattle! There is also an emerging threat of lions being used in Chinese medicine as tigers become rarer.  @wildaid ""When the buying stops the killing can too”

Poisonings and poaching are the main threats to lions across their East African range. Most lion populations in East, Central and West Africa are declining so the time to act is now. 
There are fewer than 20,000 lions left in Africa, down from 200,000 just 100 years ago - and their long-term future remains in question: they are threatened by habitat loss and fragmentation, lack of prey, unsustainable hunting and now poaching for their skins, bones, claws and other body parts. But projects like these show how with determination, political will, community support, and simply envisioning a better future, we can bring this species back as well as protect our last wild landscapes, benefiting both wildlife and people, and creating a better existence for all. To learn more about this project and other inspiring conservation stories from across Africa, please follow @AfricanParksNetwork
#follow  me @stevewinterphoto to see more images from my work with @natgeo and Thanks!! @stevewinterphoto @natgeo @natgeochannel @natgeowild @thephotosociety @africanparksnetwork  #lion   #lionstrong  #livingwithlions   #bigcatsforlife  #startwith1thing",1
17,1.0,0.8895702085796631,"['rhinoceros', 'mammal', 'wildlife', 'terrestrial animal', 'fauna', 'horn', 'eye', 'snout', 'organism', 'grass']","Photo by @brentstirton | This #blackrhino  lost its horn to #poachers  in #Zimbabwe . They left the animal for dead with multiple AK47 bullet wounds. This bull recovered briefly and walked through the bush for nearly a week in unimaginable pain and confusion. There were maggots breeding in his face when he finally died. We all lost another severely endangered black rhino bull to this incident, further depleting the gene pool of a magnificent species that we are losing. It’s no secret that rhinos are severely endangered today, yet China recently declared that it will once again allow trading of rhino and tiger parts domestically after a 25-year ban. They say this is to accommodate “farmed animals” bred in China. There are many reports on those farms, none of them good. Issues of severe inbreeding, starvation, and other abuses are common. There are also many reports that wild animals fetch higher prices on the Chinese market. Any legalization of these animal products throws open large loopholes for the illegal trade, stimulating poaching against severely endangered animals in countries that feed the illegal wildlife trade flowing into China. This is a very disappointing decision on the part of #China , especially so soon after they agreed to ban their domestic #Ivory  trade.",1
18,0.0069731010239951095,0.08569559654892107,"['fun', 'recreation', 'girl', 'leisure']","Photo by @edkashi @t_laffay and I travelled to Peru with support from a @natgeo explorer’s grant to continue our long-term exploration of this disease. .
Don Raphael Diaz is a 53-year-old construction worker who lives in Sullana with his wife and two kids. He has spent 3 days/week on dialysis for the past 5 years. His determination to continue working hard at his job, to be a pillar for his family, and beat the disease is an inspiration. Diaz says, “I want the best for [my children] until the very last moment of my life.” @insidenatgeo @everydayclimatechange @natgeoexpeditions .
.
.
#edkashi  #everydayclimatechange  #ECC  #climatechangeisreal  #climatechange  #climatecrisis  #actonclimate  #nationalgeographic  #natgeo  #natgeotravel  #natgeoadventure  #natgeoexpeditions  #natgeoexplorer  #photojournalism  #document  #documentary  #film  #documentaryfilm  #illness  #disease  #health  #healthcare  #dialysis  #international  #epidemic  #portrait",0
19,0.004556396148555708,0.07165191767661838,"['photograph', 'black', 'person', 'man', 'tree', 'sitting', 'darkness', 'photography', 'male', 'snapshot']","Photograph by @ ljohnphoto (Lynn Johnson) // #sponsored  by @lagunitasbeer // Patrick Anderson is pictured here at Wild Flour Bakery in Freestone, CA. He learned to love plants while drinking tea with his grandmother. Patrick, a believer in plants, is an educator at Emerald Pharms in Hopland, CA. Articulate and committed, he speaks reverently about the powerful cousins, hops and cannabis, as plants that are supportive of our health. // The combination of cannabis and craftsmanship is unleashing new innovations across industries, from food and beverage to skin products to medicine. Cannabis has always inspired the creativity behind Lagunitas' craft brews. Join the journey @lagunitasbeer.",0
20,0.03128343267614244,0.1778486873706769,"['sitting', 'human body', 'temple', 'human', 'religion', 'human behavior', 'girl']","Photo @hammond_robin | “Every single moment I remember this,” says 25 year old Rohingya refugee Rohima Khatun recounting the events of a year ago. Her story is horrifically typical. After encircling her village, the Myanmar military started burning houses. They went house to house and shot the men, including Rohima’s husband. Five months pregnant and in shock, Rohima held her four-year-old to her chest, and her screaming six-year-old to her side. A soldier marched forward, picked up the distraught child, and threw him into the burning flames of a house. The screaming stopped. Somehow, through the tears and choking smoke, Rohima managed to slip away and into the jungle. Her four-year-old and unborn child were safe. But Rohima’s world was shattered. -
One of life’s greatest misconceptions is a simple fable. That time is a healer. One year ago this month “ethnic cleansing” perpetrated by the Myanmar military against the Rohingya sparked a massive refugee crisis. Nearly a million Rohingya – those who escaped the flames and executions – are now living in camps in Bangladesh. Many of them were raped, most saw loved ones killed, thousands arrived wounded. All are traumatized. Here, in this impoverished monsoon soaked corner of Bangladesh, is one of the most densely populated areas of PTSD affected and depressed people on earth.
-
#inmyworld  is designed to expose the challenges faced by people living with #mentalhealth  issues and give them the chance to be seen, heard and valued. @witness_change is a nonprofit that aims to improve life for excluded groups by amplifying their stories. This work was made in collaboration with Médecins Sans Frontières @doctorswithoutborders who provide mental health support to the refugees and local population. To see more or to share your own mental health story please follow @onedayinmyworld",1
21,0.017107977991746907,0.2908256817174106,"['rhinoceros', 'terrestrial animal', 'fauna', 'wildlife', 'horn', 'snout', 'zoo', 'elephant', 'grass']","Photo by @amivitale | A keeper feeds
 three orphaned baby rhinos at the Lewa Wildlife Conservancy (@lewa_wildlife) in #Kenya . Animals here receive dedicated, constant care from their keepers, who look after their health and help prepare them for life in the wild. Indigenous communities are on
 the front lines of the fight against poaching and landscape destruction, making them the best protectors of the endangered wildlife around them.

Follow @amivitale @lewa_wildlife @nrt_kenya & @nature_org to learn about the incredible work being done to protect and preserve these wondrous beings.

@kenyawildlifeservice @thephotosociety @natgeo @nature_africa #WorthMoreAlive  #protectrhinos  #DontLetThemDisappear 
 #rhinos  #saverhinos  #stoppoaching  #kenya  #northernkenya  #magicalkenya  #africa  #everydayafrica  #worldrhinoday  #photojournalism  #amivitale",1
22,0.00680116154669112,0.10287362825155187,"['soldier', 'army', 'military', 'troop', 'black and white', 'military organization', 'infantry', 'military person', 'military officer', 'monochrome photography']","Photo by @stevewinterphoto | Rangers are often the first, and last line of defense not just in protecting the world’s wildlife, but in providing safety for millions of people around the world. Here in Zakouma National Park in Chad, after a devastating eight years where poaching reduced the elephant population from 4,000 to 400, the rangers are doing more than just holding the line. In 2010 in partnership with the Chadian Government, conservation organization African Parks @africanparksnetwork assumed management of the park  and overhauled law enforcement. It wasn’t for the faint of heart. Just a year after cracking down on poaching, six rangers were killed by poachers during their morning prayers before going out on patrol. But the rangers persevered and continued in their fight to protect the Park, its wildlife, and the surrounding communities. Eight years later, poaching has essentially become non-existent. Employment is on the rise, thousands of children are going to schools built by the park, and tourism is booming.
Rhinos were even reintroduced after a 50-year absence just in May, and elephants are on the rise for the first time in a decade. A record number of elephant calves were recently counted - showing new life and hope has been restored to Zakouma, thanks to the rangers. To follow these ranger stories please visit @africanparksnetwork who has the largest ranger force in Africa. to see more images of our world please follow me @stevewinterphoto and thanks!
#AfricanParks   #Zakouma  #Elephants  #hope  #gratitude  #intheirshoes  #outfitaranger  #iphone  @iphone",0
23,0.02873299709613327,0.411901534326042,"['fauna', 'bird', 'beak', 'wildlife', 'lark']","Photo by @peteressick | Three-day-old Piping Plover Chick, Wilderness State Park, Michigan. Piping Plovers are endangered in the Great Lakes because of loss of habitat. The plovers nest on rocky beaches, but after a couple of days plover chicks are on their own. They seem to have unique survival instincts, and will even migrate for the winter without a parent. At one point, the population of piping plovers in the Great Lakes region got down to just 12 pairs. Through efforts to protect their nests and captive rearing of abandoned eggs, the population is now at least 70 pairs in the region. #restoration  #greatlakes",1
24,0.005845942228335626,0.1361766322420928,"['photograph', 'water', 'tree', 'photography', 'plant', 'grass', 'fun', 'girl', 'interaction', 'darkness']","Photo by @kirstenluce | Elizabeth Altamirano, 15, and Federico Romo, 16, right, at the start of the Cabalgata in Morelos, Coahuila, Mexico. A Cabalgata is a multi-day horseback ride punctuated with rodeos, music, food and festivities.These events are among the most important cultural gatherings of the year and residents come out to ride on their favorite horse with their closest friends and family.",0
25,0.007956976921901268,0.2606033383830919,"['badlands', 'sky', 'butte', 'mountainous landforms', 'historic site', 'mountain', 'wilderness', 'highland', 'dawn', 'national park']",Photo by @renan_ozturk | Castles in the sand. First light in Bears Ears National Monument. Shot with @protectbearsears @taylorfreesolo @jamesQmartin #bearsearsnationalmonument,1
26,0.004823857557695247,0.12100368570795152,"['tree', 'woody plant', 'plant', 'forest', 'branch', 'sky', 'grass', 'shrubland', 'jungle', 'landscape']","Photo by @edkashi | Tavy, or burning of the forest to clear for planting, is illegal but local farmers continue to do this despite the massive reductions of their forests. From a series made in 2010 in Madagascar about sustainability. 
@seedmadagascar #edkashi  #Madagascar  #PrixPictet  #fromthearchives  #tbt  #travel  #onassignment  #environment  #sustainability  #azafady  #tavy  #local  #farming  #sustainability",0
27,0.006294895307962708,0.15706000129323086,"['wildlife', 'lycaon pictus', 'mammal', 'fauna', 'snout', 'carnivoran', 'terrestrial animal', 'grass']","Photo by @mattiasklumofficial | Classic sucking-up behavior between some  African Wild dogs in Northern Botswana!  African wild dogs or Painted dogs live in packs that usually are dominated by a breeding pair. 
Please go to @mattiasklumofficial to se a close up of this remarkable animal and other images from our projects around the globe! The female has a litter of up to 20 pups, which are cared for by the entire pack. Wild dogs are very social, and packs frequently share food and assist ill or weak family members. Intricate social interactions are common, and the dogs communicate by touch, vocalizations and actions. Wild dogs hunt in formidably successful cooperative packs of 6 to 24 animals. #wilddog  #doglovers  #mattiasklum  #botswana  #protectbiodiversity  #predator  #africa  #painteddog  #conservation  @natgeo @thephotosociety",0
28,0.027672703652758673,0.26262227959651196,"['arctic fox', 'dog like mammal', 'fox', 'fur', 'volpino italiano', 'snout', 'wildlife', 'whiskers', 'dog breed group', 'german spitz klein']","Photo by @Joelsartore | Meet the tanuki, also known as a raccoon dog. This species is usually brown and black, however, this tanuki who lives at @okczoo is leucistic, meaning it lacks color. In the mid-20th century, the fur-farming industry introduced a few thousand raccoon dogs to European parts of the Soviet Union and they have since thrived in northern and eastern Europe. Although their population is stable, they are still hunted for their fur in some areas. In Japan, numerous myths and legends surround the tanuki; folklore holds that the species are tricksters and shapeshifters, but not malicious. #photoark  #tanuki",1
29,0.024214809720311783,0.2559690686890334,"['mammal', 'fauna', 'otter', 'snout', 'water', 'wildlife', 'mustelidae']",Photo by @chamiltonjames // Captured #withGalaxy  S9 produced with @samsungmobileusa using Pro mode ISO 100 1/400th second f1.5 // A group of smooth coated otters play in a river in downtown Singapore. Despite being one of the most densely populated places on the planet Singapore has a healthy population of wild otters right in its heart. Otters are an indicator of clean water as they are very sensitive to pollution. Singapore’s otters are clear evidence that the efforts made on the island to clean up the waterways has worked.,1
30,0.007030414183096439,0.2156808860478865,"['sky', 'atmosphere', 'mist', 'morning', 'savanna', 'tree', 'grass', 'landscape', 'sunlight', 'grassland']","Photo by @CarltonWard | Eglin Air Force Base protects the oldest longleaf pine trees remaining in Florida, and is the centerpiece of the longest corridor of longleaf pine forest left on the planet. Flying at sunrise, I had a goal of communicating the mystery and expanse of this under-appreciated habitat that is the fabric of the #FloridaWildlifeCorridor  in north Florida. Mature longleaf pines develop charismatic flat-top canopies after 150-or-so years when they start putting more energy into growing out than up. There are trees on Eglin that are 500-years-old, pre-dating when Columbus arrived in the New World. Once covering 90 million acres of the southeastern United States, only three million acres of longleaf remain. Conservation groups are working to restore longleaf from Florida to Georgia, Alabama and beyond. The region is an inspiration and potential proving grounds for E.O. Wilson’s “Half Earth” vision. Longleaf pine forests and savannas are among the most biologically diverse habitats on Earth. They are home to numerous endangered species, and will be crucial to the recovery of the endangered Florida panther as the population expands northward out of the Everglades. Please join me @CarltonWard as I follow the #PathofthePanther . Our team traversed this region during the  @Fl_WildCorridor #Glades2Gulf  Expedition. @insidenatgeo #longleaf  #pines  #forest   @nature_org #Glades2Gulf  #FloridaWild  #KeepFLWild  @natgeocreative",1
31,0.007565337001375516,0.18082427301950932,"['water', 'duck', 'bird', 'vertebrate', 'reflection', 'mallard', 'water bird', 'waterfowl', 'ducks geese and swans', 'beak']","Photo by @TimLaman | A preening mallard amid fall reflections at Walden Pond.  Fall in New England is spectacular….. get outside and enjoy it.  See more @TimLaman.  #WaldenPond , #Concord , #Massachusetts , #autumn , #NewEngland .",0
32,0.008520556319731011,0.17902933786579958,"['water', 'nature', 'reflection', 'body of water', 'leaf', 'tree', 'autumn', 'river', 'plant', 'stream']","Photo by Michael Yamashita @yamashitaphoto | Men relax in the roten-buro, an open-air natural hot spring, at the Takaragawa Onsen in the chilly autumn weather. There are thousands of hot springs throughout Japan because of volcanic activity of the islands. Fall is an especially popular time at a roten-buro because of the beautiful fall foliage.  #Minakami  #Gunma  #onsen  #fallfoliage",0
33,0.0269467369708085,0.1879104853310671,"['military', 'soldier', 'army', 'muscle', 'sculpture']","Photo by Jodi Cobb @jodicobbphoto
As Americans celebrate the Labor Day holiday, please spare a thought for the more than 150 million children worldwide (UNICEF estimate) engaged in child labor. This little construction worker in the country of Benin works punishing hours on building sites, carrying loads far too heavy for his size, without pay. Thousands of children in West Africa end up in slavery in the abuse of an old tradition of sending village children to the cities to work in exchange for an education. Instead, they end up as unpaid workers in homes, factories and construction sites.
//
Child labor is defined as work carried out to the detriment and endangerment of a child, in violation of international law and national legislation. It either deprives children of schooling or requires them to assume the dual burden of schooling and work.
//
Child labor forbidden by law falls into three categories:
Slavery, trafficking, debt bondage and forced labor, forced recruitment for armed conflict, prostitution and pornography, and illicit activities; labor performed by a child under the minimum age for that work; and labor that jeopardizes the physical, mental or moral well-being of a child.  Photographed on assignment for the National Geographic story on human trafficking, “21st Century Slaves.”
#childlabor  #laborday",1
34,0.038084594222833563,0.1505817229530003,"['human body', 'temple', 'human', 'street', 'material', 'statue', 'fun']","Photo by @williamalbertallard | India, 2002. I got to work in India for the first time in what was kind of the twilight of my career that dates back to 1964.  I was assigned by @natgeo to photograph the Dalits, also known as the Untouchables, those people who exist on the lowest rung of the India caste system.  This man has just emerged from cleaning out a sewer filled with filth by using only a bucket and a rope.  After finishing and closing the concrete cover, he had to go to several nearby homes before gaining permission to wash himself off with a garden hose.  Because he is an Untouchable he is destined to do what his father, his grandfather, and all the men in his family's past did, to clean waste from sewers.  There are Untouchables generations destined to a tradition of washing clothes, or tanning leather hides, or other tasks members of the upper castes refuse to do.  Despite his situation, this man who sits covered in sewage, wears a thin gold chain around his neck and I was struck by how it seemed to match the glint of pride in his eyes as I made his portrait.  He may be a collector of other people's wastes, but he does so with self esteem.

#followme  @williamalbertallard for more images of India and other @natgeo assignments spanning five-decades.

@thephotosociety #india  #Dalit  #castes  #onassignment  #untouchable """,1
35,0.017690661775943757,0.20265331713715637,"['herd', 'wildlife', 'cattle like mammal', 'grass', 'grassland', 'grazing', 'pasture', 'terrestrial animal', 'savanna', 'horn']","Photo by @beverlyjoubert | There's about a ton and a half of aggressive hippo on those small ankles, but he can move remarkably quickly. He's deeply scarred by territorial fights and the oxpecker birds are swooping to feast on blood from the wounds. One of the most aggressively territorial animals around, hippos are deeply possessive of their pools and have been known to charge even the most innocuous animals - like impalas. The Okavango waters have just started to recede and he will be extra sure to protect what he sees as his. Here, a herd of buffalo have ventured too close and the enraged hippo is voicing his displeasure at the entire herd. Buffalo too are not known for their gentle nature and are quick to attack any perceived threat, however even though they greatly outnumber the hippo, they appear to be listening and keeping their distance - to a point. #DubaPlains  #Hippo  #territorialdisplay  #Okavango  #buffalo  #hippovsbuffalo  #Botswana",1
36,0.005320571603240104,0.1427426655335501,"['waterway', 'water', 'water resources', 'river', 'sea', 'wetland', 'shore', 'coastal and oceanic landforms', 'coast', 'horizon']","Photo by George Steinmetz @geosteinmetz | Abandoned farm house in the Rhine Delta of The Netherlands.  After repeated flooding, parts of Tiengemeten Island have been abandoned permanently to become a nature reserve. This photograph is part of a project examining the global impact of rising sea levels, and the ways different countries and communities are engineering solutions. To see more concerning our changing climate, follow @geosteinmetz",0
