likes,comments,caption,url
450918,11586,"Photo by @stevewinterphoto | On October 29th, the government of China revealed that it will allow commercial trade in tiger bone and rhino horn from farmed animals for use in traditional Chinese medicine research and clinical treatments.
Debbie Banks, Environmental Investigation Agency UK, Tiger Campaign Director says: “At a single stroke, China has shattered its reputation as a growing leader in conservation following its domestic ban on the sale of ivory at the start of the year. It is instead revealed as a sham, its international image in tatters and its credibility destroyed—and all for the sake of deeply questionable business sectors which serve only to drive consumer demand for the parts and products of endangered species. History will not judge the Government of China kindly or with respect for such a reactionary, ill-judged and damaging decision.”
China’s action stands in sharp contrast to the country’s moves to combat poaching in recent years. The country has had a 25-year-old ban in place preventing the import or export of these products. And the World Federation of Chinese Medicine Societies—the official group that dictates what can be used in traditional medicine—also removed rhino horn and tiger bone from its list of products approved for use on patients (though the market still existed for them).
This will further the trade in wild tigers, as the “wild tiger” will now be more valuable than farmed.
@natgeo @stevewinterphoto @wildaid @eia_news",https://scontent-sea1-1.cdninstagram.com/vp/59ebd1b96a1b5a9fad411705f9a51a0e/5C7AEBB0/t51.2885-15/fr/e15/s1080x1080/42970929_343608639759862_1017181833964388647_n.jpg?ig_cache_key=MTkwNTY3MjY4ODQyMTk3MDcxMw%3D%3D.2
1191389,20076,"There are some stories that defy telling. They are too complex, emotional, technical. They challenge our morality. They are unwieldy and deep. It is a unique breed of professional who can wrap their arms around such a story and tell it with intelligence and heart. This is both a thank you to @kurtmutchler, Senior Photo Editor for fighting for the tough frames and thank you my Photo Sister @maggiesteber, for sharing your relationship with the Stubblefield family. But also, a critical message to everyone who sees the story of Katie’s new Face—Please ACT— Sign your organ donor card, Listen to your loved ones who may have depression or trauma issues, Volunteer for the local Suicide Hotline, and finally—listen, truly listen to those living through the fragile times of life—our youth and our elders. Photo by @ljohnphoto",https://scontent-sea1-1.cdninstagram.com/vp/ae31b88e0b6301c729bc02761631b83a/5C7F00A4/t51.2885-15/fr/e15/s1080x1080/38701736_452431705245065_3291106239173361664_n.jpg?ig_cache_key=MTg0NzUxMDMwOTQ0MDA4MjAyNA%3D%3D.2
510305,1299,"Photo by @simonnorfolkstudio | I was fortunate to travel to Socotra not just once, but twice. Here photographed, the astonishing white sand beach at Detwah Lagoon near Qalansia (Qalansiyah) ... Territorially part of Yemen,  Socotra (Arabic: سُقُطْرَى‎ Suquṭra), is an archipelago of four islands located in the Arabian Sea. The largest island, also known as Socotra, lies about 240km (150mi) east of the Horn of Africa and 380km (240mi) south of the Arabian Peninsula. As a consequence of its isolation, the island is home to a high number of endemic species – up to a third of its plant life is endemic. It has been described as ""the most alien-looking place on Earth”. In the 1990s, a team of United Nations biologists conducted a survey of the archipelago’s flora and fauna and counted nearly 700 species found nowhere else on earth; only New Zealand, Hawaii, New Caledonia, and the Galápagos Islands have more impressive numbers.

Follow  @simonnorfolkstudio for updates, outtakes, unpublished and archive material.

@simonnorfolkstudio @natgeo  #Socotra  #landscape  #soqotra  #documentaryphotography  #simonnorfolkstudio  #simonnorfolk  words: @tribaleye #documentary  #reportage  #Yemen  #arabiansea  #photojournalism  #journalism  #arabianpeninsular  #arabia   #simonnorfolkstudio  #simonnorfolk  #worldheritage  #beach  #surf",https://scontent-sea1-1.cdninstagram.com/vp/777b53756ee9e1c665ac0941f67f8734/5C74DDB7/t51.2885-15/fr/e15/s1080x1080/41955932_480196909050452_5175560486668478057_n.jpg?ig_cache_key=MTg4NDE1NjkxNTkyMDkyNzAyOQ%3D%3D.2
268151,648,"Photo by @pedromcbride | Sublime Soaring — the Albatross does not only boast the greatest wingspan of any bird in the world (up to 11 feet), it is also one of the best flyers using ocean winds to stay afloat for thousands of miles and days on end.  Sadly, these giants of the air are threatened — initially for their feathers, but now by plastic which inevitably ends up in the oceans and looks like albatross's favorite food, squid.  This beauty followed me years ago as we sailed toward Antarctica while getting blasted by wind and waves of the Drake Passage. This gentle giant soared past us as if the stormy seas and angry winds were just ripples. To see more, follow @pedromcbride. #albatross  #flight  #birds 
#gratitude",https://scontent-sea1-1.cdninstagram.com/vp/f78be1b7ca4dc9881cb55afe163cfe9a/5C8F2927/t51.2885-15/fr/e15/s1080x1080/42417940_341164533118921_6263440889725400269_n.jpg?ig_cache_key=MTg4NDMwODA4NDE3MzQwMzIyNA%3D%3D.2
400877,2709,"Photo by @jimmy_chin | Those of you that have seen @freesolofilm will likely never forget this moment...Those of you that haven’t will have to wait and see… Imagine climbing 2000 feet up the sheer face of El Capitan without a rope only to face the most difficult and tenuous climbing above. @alexhonnold stands on a small pedestal before the Boulder Problem and takes a moment to breathe. As today’s NYTimes Op Ed states: “The film is a drug. It causes your pupils to dilate, your palms to sweat, and your mind to boggle. Even as you know that Honnold is going to make it to the top, you can’t believe what you’re seeing — a young man, millimeters from extinction, transforming the unthinkable into the sublime. “Free Solo” is 97 minutes long and if you could hold your breath the whole time you probably would.” #FreeSolo  continues it’s expansion nationwide this weekend. Hit www.freesolofilm.com to find a theater near you. Hold on to your seats... Shot on assignment for @natgeo. To see more photography from #freesolo , follow @jimmy_chin #committed",https://scontent-sea1-1.cdninstagram.com/vp/703feb4b2e26d1fd0f3eb7fdafc80cec/5C84EFC0/t51.2885-15/e35/43913220_182412309329657_736775752386543629_n.jpg?ig_cache_key=MTg5ODY3NTQ4ODY5NjkzMjcyOQ%3D%3D.2
230176,678,"Photo by @tasneemalsultan | A woman sits at a local market in Riyadh, Saudi Arabia.",https://scontent-sea1-1.cdninstagram.com/vp/ffdf3b0cb7ed0d8013859dcfc5d70576/5C81E813/t51.2885-15/fr/e15/s1080x1080/42611550_245114009511451_163061575498301726_n.jpg?ig_cache_key=MTg4MzkzMDM1NzkyMTc2MTQ0NA%3D%3D.2
701247,1652,"Photo by @stevewinterphoto | If you are in San Antonio this Sunday please come to the Tobin Center for the Performing Arts at 4PM for my Nat Geo LIVE presentation “On the Trail of Big Cats""

Here is a mom and her cubs in the @africanparksnetwork @Zakouma_National_Park. Just 100 years ago there may have been as many as 500,000 lions which roamed the African continent but today there it is estimated that as few as 16,000 - 30,000 remain, and research by lion biologist Hans Bauer and colleagues suggests lions in much of west, east and central Africa will decline by 50% in the next two decades if something dramatic is not done! The biggest threats facing lions in Africa are poaching of their prey and retaliatory killings by farmers when lions eat their cattle! There is also an emerging threat of lions being used in Chinese medicine as tigers become rarer.  @wildaid ""When the buying stops the killing can too”

Poisonings and poaching are the main threats to lions across their East African range. Most lion populations in East, Central and West Africa are declining so the time to act is now. 
There are fewer than 20,000 lions left in Africa, down from 200,000 just 100 years ago - and their long-term future remains in question: they are threatened by habitat loss and fragmentation, lack of prey, unsustainable hunting and now poaching for their skins, bones, claws and other body parts. But projects like these show how with determination, political will, community support, and simply envisioning a better future, we can bring this species back as well as protect our last wild landscapes, benefiting both wildlife and people, and creating a better existence for all. To learn more about this project and other inspiring conservation stories from across Africa, please follow @AfricanParksNetwork
#follow  me @stevewinterphoto to see more images from my work with @natgeo and Thanks!! @stevewinterphoto @natgeo @natgeochannel @natgeowild @thephotosociety @africanparksnetwork  #lion   #lionstrong  #livingwithlions   #bigcatsforlife  #startwith1thing",https://scontent-sea1-1.cdninstagram.com/vp/2743870713329f3895bb42bba1f584f0/5C85646F/t51.2885-15/sh0.08/e35/s750x750/41744669_239677060041900_3996661363186110048_n.jpg?ig_cache_key=MTg4NDgzNjU1NDgxNjU3OTIzNg%3D%3D.2
1540821,104688,"Photo by @brentstirton | This #blackrhino  lost its horn to #poachers  in #Zimbabwe . They left the animal for dead with multiple AK47 bullet wounds. This bull recovered briefly and walked through the bush for nearly a week in unimaginable pain and confusion. There were maggots breeding in his face when he finally died. We all lost another severely endangered black rhino bull to this incident, further depleting the gene pool of a magnificent species that we are losing. It’s no secret that rhinos are severely endangered today, yet China recently declared that it will once again allow trading of rhino and tiger parts domestically after a 25-year ban. They say this is to accommodate “farmed animals” bred in China. There are many reports on those farms, none of them good. Issues of severe inbreeding, starvation, and other abuses are common. There are also many reports that wild animals fetch higher prices on the Chinese market. Any legalization of these animal products throws open large loopholes for the illegal trade, stimulating poaching against severely endangered animals in countries that feed the illegal wildlife trade flowing into China. This is a very disappointing decision on the part of #China , especially so soon after they agreed to ban their domestic #Ivory  trade.",https://scontent-sea1-1.cdninstagram.com/vp/32556809677c66357e9e89b71dc6216c/5CAE3D15/t51.2885-15/fr/e15/s1080x1080/43818142_251434839061927_355546600727489514_n.jpg?ig_cache_key=MTkwNzI5MDc1MzcwNTQ4MDk4MA%3D%3D.2
148433,730,"Photo by @edkashi @t_laffay and I travelled to Peru with support from a @natgeo explorer’s grant to continue our long-term exploration of this disease. .
Don Raphael Diaz is a 53-year-old construction worker who lives in Sullana with his wife and two kids. He has spent 3 days/week on dialysis for the past 5 years. His determination to continue working hard at his job, to be a pillar for his family, and beat the disease is an inspiration. Diaz says, “I want the best for [my children] until the very last moment of my life.” @insidenatgeo @everydayclimatechange @natgeoexpeditions .
.
.
#edkashi  #everydayclimatechange  #ECC  #climatechangeisreal  #climatechange  #climatecrisis  #actonclimate  #nationalgeographic  #natgeo  #natgeotravel  #natgeoadventure  #natgeoexpeditions  #natgeoexplorer  #photojournalism  #document  #documentary  #film  #documentaryfilm  #illness  #disease  #health  #healthcare  #dialysis  #international  #epidemic  #portrait",https://scontent-sea1-1.cdninstagram.com/vp/f638411bc9c64952fcbee4c45f5e5a02/5C73741F/t51.2885-15/fr/e15/s1080x1080/38741031_249808935736704_1562718791178125312_n.jpg?ig_cache_key=MTg1Mjg1NTQ5NTQxOTUyNzcyMw%3D%3D.2
124108,477,"Photograph by @ ljohnphoto (Lynn Johnson) // #sponsored  by @lagunitasbeer // Patrick Anderson is pictured here at Wild Flour Bakery in Freestone, CA. He learned to love plants while drinking tea with his grandmother. Patrick, a believer in plants, is an educator at Emerald Pharms in Hopland, CA. Articulate and committed, he speaks reverently about the powerful cousins, hops and cannabis, as plants that are supportive of our health. // The combination of cannabis and craftsmanship is unleashing new innovations across industries, from food and beverage to skin products to medicine. Cannabis has always inspired the creativity behind Lagunitas' craft brews. Join the journey @lagunitasbeer.",https://scontent-sea1-1.cdninstagram.com/vp/4a94a7284af77e520406206948d2f397/5C7CAE56/t51.2885-15/e35/40046882_294841327972865_437739991611736064_n.jpg?ig_cache_key=MTg1NTI1MjEyNzU4NTk3ODUyMg%3D%3D.2
308051,3275,"Photo @hammond_robin | “Every single moment I remember this,” says 25 year old Rohingya refugee Rohima Khatun recounting the events of a year ago. Her story is horrifically typical. After encircling her village, the Myanmar military started burning houses. They went house to house and shot the men, including Rohima’s husband. Five months pregnant and in shock, Rohima held her four-year-old to her chest, and her screaming six-year-old to her side. A soldier marched forward, picked up the distraught child, and threw him into the burning flames of a house. The screaming stopped. Somehow, through the tears and choking smoke, Rohima managed to slip away and into the jungle. Her four-year-old and unborn child were safe. But Rohima’s world was shattered. -
One of life’s greatest misconceptions is a simple fable. That time is a healer. One year ago this month “ethnic cleansing” perpetrated by the Myanmar military against the Rohingya sparked a massive refugee crisis. Nearly a million Rohingya – those who escaped the flames and executions – are now living in camps in Bangladesh. Many of them were raped, most saw loved ones killed, thousands arrived wounded. All are traumatized. Here, in this impoverished monsoon soaked corner of Bangladesh, is one of the most densely populated areas of PTSD affected and depressed people on earth.
-
#inmyworld  is designed to expose the challenges faced by people living with #mentalhealth  issues and give them the chance to be seen, heard and valued. @witness_change is a nonprofit that aims to improve life for excluded groups by amplifying their stories. This work was made in collaboration with Médecins Sans Frontières @doctorswithoutborders who provide mental health support to the refugees and local population. To see more or to share your own mental health story please follow @onedayinmyworld",https://scontent-sea1-1.cdninstagram.com/vp/124812c37f2ff3386d4decdf6c7dad2c/5C6C85BA/t51.2885-15/e35/40741042_155927755337885_319360250851258440_n.jpg?ig_cache_key=MTg2ODUyNTI4MDU1MDA3NDc0Ng%3D%3D.2
503738,1791,"Photo by @amivitale | A keeper feeds
 three orphaned baby rhinos at the Lewa Wildlife Conservancy (@lewa_wildlife) in #Kenya . Animals here receive dedicated, constant care from their keepers, who look after their health and help prepare them for life in the wild. Indigenous communities are on
 the front lines of the fight against poaching and landscape destruction, making them the best protectors of the endangered wildlife around them.

Follow @amivitale @lewa_wildlife @nrt_kenya & @nature_org to learn about the incredible work being done to protect and preserve these wondrous beings.

@kenyawildlifeservice @thephotosociety @natgeo @nature_africa #WorthMoreAlive  #protectrhinos  #DontLetThemDisappear 
 #rhinos  #saverhinos  #stoppoaching  #kenya  #northernkenya  #magicalkenya  #africa  #everydayafrica  #worldrhinoday  #photojournalism  #amivitale",https://scontent-sea1-1.cdninstagram.com/vp/76225fc3265a8292b0a6f39aaaa75e56/5C807924/t51.2885-15/fr/e15/s1080x1080/43817937_248469309173736_4652290249959420648_n.jpg?ig_cache_key=MTg5MTkxODM3Nzg3MDQ5NDQ1Mw%3D%3D.2
178187,712,"Photo by @stevewinterphoto | Rangers are often the first, and last line of defense not just in protecting the world’s wildlife, but in providing safety for millions of people around the world. Here in Zakouma National Park in Chad, after a devastating eight years where poaching reduced the elephant population from 4,000 to 400, the rangers are doing more than just holding the line. In 2010 in partnership with the Chadian Government, conservation organization African Parks @africanparksnetwork assumed management of the park  and overhauled law enforcement. It wasn’t for the faint of heart. Just a year after cracking down on poaching, six rangers were killed by poachers during their morning prayers before going out on patrol. But the rangers persevered and continued in their fight to protect the Park, its wildlife, and the surrounding communities. Eight years later, poaching has essentially become non-existent. Employment is on the rise, thousands of children are going to schools built by the park, and tourism is booming.
Rhinos were even reintroduced after a 50-year absence just in May, and elephants are on the rise for the first time in a decade. A record number of elephant calves were recently counted - showing new life and hope has been restored to Zakouma, thanks to the rangers. To follow these ranger stories please visit @africanparksnetwork who has the largest ranger force in Africa. to see more images of our world please follow me @stevewinterphoto and thanks!
#AfricanParks   #Zakouma  #Elephants  #hope  #gratitude  #intheirshoes  #outfitaranger  #iphone  @iphone",https://scontent-sea1-1.cdninstagram.com/vp/075c514c943832844f506647f481cf4f/5C74B0B5/t51.2885-15/fr/e15/s1080x1080/40593852_2265406910198055_4965709016189835478_n.jpg?ig_cache_key=MTg2OTY2MTIxODQwODI3NTcyMw%3D%3D.2
713453,3008,"Photo by @peteressick | Three-day-old Piping Plover Chick, Wilderness State Park, Michigan. Piping Plovers are endangered in the Great Lakes because of loss of habitat. The plovers nest on rocky beaches, but after a couple of days plover chicks are on their own. They seem to have unique survival instincts, and will even migrate for the winter without a parent. At one point, the population of piping plovers in the Great Lakes region got down to just 12 pairs. Through efforts to protect their nests and captive rearing of abandoned eggs, the population is now at least 70 pairs in the region. #restoration  #greatlakes",https://scontent-sea1-1.cdninstagram.com/vp/551ebea99040277ec8a60990eab2453a/5C6B7434/t51.2885-15/fr/e15/s1080x1080/39147558_472704519865346_2439631803124809728_n.jpg?ig_cache_key=MTg1NTA5MDIxODA4MDg2Mzc3Nw%3D%3D.2
235871,612,"Photo by @kirstenluce | Elizabeth Altamirano, 15, and Federico Romo, 16, right, at the start of the Cabalgata in Morelos, Coahuila, Mexico. A Cabalgata is a multi-day horseback ride punctuated with rodeos, music, food and festivities.These events are among the most important cultural gatherings of the year and residents come out to ride on their favorite horse with their closest friends and family.",https://scontent-sea1-1.cdninstagram.com/vp/2910535ebe5e2c9d65a4521859229bb3/5C78D953/t51.2885-15/fr/e15/s1080x1080/41850691_1952162415076315_410007316254312045_n.jpg?ig_cache_key=MTg2ODc4NTQzMDcyOTMzNTcwNg%3D%3D.2
451390,833,Photo by @renan_ozturk | Castles in the sand. First light in Bears Ears National Monument. Shot with @protectbearsears @taylorfreesolo @jamesQmartin #bearsearsnationalmonument,https://scontent-sea1-1.cdninstagram.com/vp/d4b200babb42b1641c7ca75487556bd9/5C835C1E/t51.2885-15/e35/42003847_259803438057507_9032369897372264022_n.jpg?se=8&ig_cache_key=MTg3NzE2ODQ0OTAzMDc0NzkwNA%3D%3D.2
209590,505,"Photo by @edkashi | Tavy, or burning of the forest to clear for planting, is illegal but local farmers continue to do this despite the massive reductions of their forests. From a series made in 2010 in Madagascar about sustainability. 
@seedmadagascar #edkashi  #Madagascar  #PrixPictet  #fromthearchives  #tbt  #travel  #onassignment  #environment  #sustainability  #azafady  #tavy  #local  #farming  #sustainability",https://scontent-sea1-1.cdninstagram.com/vp/849dd943e574e5d876ac168704345513/5C82D70E/t51.2885-15/sh0.08/e35/s750x750/43914252_2088071241243514_7621863056198059421_n.jpg?ig_cache_key=MTkwMDc1MTYyNDI4OTk4MDUwNQ%3D%3D.2
272043,659,"Photo by @mattiasklumofficial | Classic sucking-up behavior between some  African Wild dogs in Northern Botswana!  African wild dogs or Painted dogs live in packs that usually are dominated by a breeding pair. 
Please go to @mattiasklumofficial to se a close up of this remarkable animal and other images from our projects around the globe! The female has a litter of up to 20 pups, which are cared for by the entire pack. Wild dogs are very social, and packs frequently share food and assist ill or weak family members. Intricate social interactions are common, and the dogs communicate by touch, vocalizations and actions. Wild dogs hunt in formidably successful cooperative packs of 6 to 24 animals. #wilddog  #doglovers  #mattiasklum  #botswana  #protectbiodiversity  #predator  #africa  #painteddog  #conservation  @natgeo @thephotosociety",https://scontent-sea1-1.cdninstagram.com/vp/7b035aa7f4a6b65f36d70745d9366ac2/5C83433A/t51.2885-15/e15/s640x640/41456526_263144447653282_7740252128860888906_n.jpg?ig_cache_key=MTg2NzgwNzQ4MzU4NzU2OTM2MQ%3D%3D.2
454887,2897,"Photo by @Joelsartore | Meet the tanuki, also known as a raccoon dog. This species is usually brown and black, however, this tanuki who lives at @okczoo is leucistic, meaning it lacks color. In the mid-20th century, the fur-farming industry introduced a few thousand raccoon dogs to European parts of the Soviet Union and they have since thrived in northern and eastern Europe. Although their population is stable, they are still hunted for their fur in some areas. In Japan, numerous myths and legends surround the tanuki; folklore holds that the species are tricksters and shapeshifters, but not malicious. #photoark  #tanuki",https://scontent-sea1-1.cdninstagram.com/vp/465341bac107b1b0ea6a1f28274ed6dd/5C794A6A/t51.2885-15/fr/e15/s1080x1080/42533686_256507651880473_3785674932106874606_n.jpg?ig_cache_key=MTg4OTg0OTM4NjQwMjMzMjgxMg%3D%3D.2
443363,2535,Photo by @chamiltonjames // Captured #withGalaxy  S9 produced with @samsungmobileusa using Pro mode ISO 100 1/400th second f1.5 // A group of smooth coated otters play in a river in downtown Singapore. Despite being one of the most densely populated places on the planet Singapore has a healthy population of wild otters right in its heart. Otters are an indicator of clean water as they are very sensitive to pollution. Singapore’s otters are clear evidence that the efforts made on the island to clean up the waterways has worked.,https://scontent-sea1-1.cdninstagram.com/vp/4a425dc92d1b535b1cbcad87a3bc28f2/5CAE7BE4/t51.2885-15/e35/40556053_539593329825834_464550263893406121_n.jpg?ig_cache_key=MTg2NzU3MzQ5MTkyMzg5NTA1Nw%3D%3D.2
